expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,telemetry_name,telemetry_value,timestamp,vehicle_id,vehicle_number
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.025Z,GR86-063-113,0,VBOX_Lat_Min,33.53129196166992,2025-09-05T03:52:44.231Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.025Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61820983886719,2025-09-05T03:52:44.317Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.025Z,GR86-063-113,0,VBOX_Lat_Min,33.53126907348633,2025-09-05T03:52:44.446Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.025Z,GR86-063-113,0,VBOX_Long_Minutes,-86.6182632446289,2025-09-05T03:52:44.532Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.025Z,GR86-063-113,0,VBOX_Lat_Min,33.531253814697266,2025-09-05T03:52:44.661Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.026Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61832427978516,2025-09-05T03:52:44.747Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.026Z,GR86-063-113,0,VBOX_Lat_Min,33.53123092651367,2025-09-05T03:52:44.877Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.026Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61839294433594,2025-09-05T03:52:44.963Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.026Z,GR86-063-113,0,VBOX_Lat_Min,33.531211853027344,2025-09-05T03:52:45.091Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.026Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61845397949219,2025-09-05T03:52:45.177Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.027Z,GR86-063-113,0,VBOX_Lat_Min,33.531192779541016,2025-09-05T03:52:45.307Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.027Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61851501464844,2025-09-05T03:52:45.392Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.230Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61857604980469,2025-09-05T03:52:45.564Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.230Z,GR86-063-113,0,VBOX_Lat_Min,33.53116226196289,2025-09-05T03:52:45.608Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.231Z,GR86-063-113,0,VBOX_Lat_Min,33.531150817871094,2025-09-05T03:52:45.738Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.231Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61865997314453,2025-09-05T03:52:45.824Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.231Z,GR86-063-113,0,VBOX_Lat_Min,33.531131744384766,2025-09-05T03:52:45.953Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.231Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61872100830078,2025-09-05T03:52:46.041Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.232Z,GR86-063-113,0,VBOX_Lat_Min,33.531105041503906,2025-09-05T03:52:46.170Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.232Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61878204345703,2025-09-05T03:52:46.256Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.236Z,GR86-063-113,0,VBOX_Lat_Min,33.53108215332031,2025-09-05T03:52:46.386Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.236Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61884307861328,2025-09-05T03:52:46.472Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.236Z,GR86-063-113,0,VBOX_Lat_Min,33.53105926513672,2025-09-05T03:52:46.601Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.236Z,GR86-063-113,0,VBOX_Long_Minutes,-86.6189193725586,2025-09-05T03:52:46.687Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.237Z,GR86-063-113,0,VBOX_Lat_Min,33.53103256225586,2025-09-05T03:52:46.817Z,GR86-063-113,113
,2,I_R06_2025-09-07,R2,kafka:gr-raw,2025-09-07T15:05:02.237Z,GR86-063-113,0,VBOX_Long_Minutes,-86.61898040771484,2025-09-05T03:52:46.903Z,GR86-063-113,113
